net,length_um
_03908_,3.84
_03937_,3.84
_00682_,3.78
_01920_,3.78
_02524_,3.77
_00229_,3.76
_00865_,3.76
_02431_,3.76
_02549_,3.76
_02963_,3.76
_03019_,3.76
_03293_,3.76
_04112_,3.76
_04541_,3.76
_04825_,3.76
_05684_,3.76
_06403_,3.76
_06812_,3.76
_00972_,3.74
_05440_,3.74
_06580_,3.69
_00334_,3.68
_00472_,3.68
_01296_,3.68
_01739_,3.68
_03094_,3.68
_03594_,3.68
_04660_,3.68
_04855_,3.68
_05518_,3.68
_05740_,3.68
_04958_,3.675
_00017_,3.66
_00104_,3.66
_00218_,3.66
_01043_,3.66
_03557_,3.66
net142,3.66
net143,3.66
_03311_,3.64
_04449_,3.64
_05502_,3.64
_06278_,3.64
_05299_,3.635
_00693_,3.6
_00407_,3.56
_02136_,3.56
_02316_,3.56
_02981_,3.56
_03096_,3.56
_03846_,3.56
_04273_,3.56
_04320_,3.56
_04405_,3.56
_05071_,3.56
_05458_,3.56
_05836_,3.56
_06112_,3.56
_06639_,3.56
_06922_,3.56
_00200_,3.54
_00225_,3.54
_00277_,3.54
_00289_,3.54
_00345_,3.54
_00632_,3.54
_01001_,3.54
_01111_,3.54
_01598_,3.54
_01710_,3.54
_01763_,3.54
_01901_,3.54
_02106_,3.54
_02370_,3.54
_02645_,3.54
_02820_,3.54
_03159_,3.54
_03403_,3.54
_03425_,3.54
_03435_,3.54
_03446_,3.54
_03473_,3.54
_03512_,3.54
_03743_,3.54
_03782_,3.54
_03998_,3.54
_04168_,3.54
_04347_,3.54
_04663_,3.54
_04743_,3.54
_04916_,3.54
_05066_,3.54
_05281_,3.54
_05520_,3.54
_05581_,3.54
_05697_,3.54
_05702_,3.54
_05823_,3.54
_05837_,3.54
_05879_,3.54
_06026_,3.54
_06368_,3.54
_06546_,3.54
_06792_,3.54
net130,3.54
_04250_,3.525
_00227_,3.52
_00503_,3.52
_00975_,3.52
_02929_,3.48
_01888_,3.47
_00649_,3.44
_01603_,3.44
_03155_,3.44
_05410_,3.44
_05856_,3.44
_06452_,3.44
_00106_,3.42
_00349_,3.42
_00467_,3.42
_00811_,3.42
_00895_,3.42
_00965_,3.42
_01596_,3.42
_01776_,3.42
_01896_,3.42
_01905_,3.42
_02076_,3.42
_02481_,3.42
_02565_,3.42
_02650_,3.42
_02776_,3.42
_02840_,3.42
_02956_,3.42
_03177_,3.42
_03519_,3.42
_03555_,3.42
_03564_,3.42
_03567_,3.42
_03641_,3.42
_03959_,3.42
_04090_,3.42
_04135_,3.42
_04162_,3.42
_04291_,3.42
_04395_,3.42
_04544_,3.42
_04848_,3.42
_04856_,3.42
_04901_,3.42
_04911_,3.42
_04931_,3.42
_05045_,3.42
_05069_,3.42
_05162_,3.42
_05271_,3.42
_05473_,3.42
_05755_,3.42
_05931_,3.42
_06027_,3.42
_06217_,3.42
_06412_,3.42
_06415_,3.42
_06458_,3.42
_06497_,3.42
_06655_,3.42
_06727_,3.42
_06793_,3.42
_06868_,3.42
_06910_,3.42
_06933_,3.42
net141,3.42
_01461_,3.4
_01333_,3.32
_03431_,3.32
_06297_,3.32
_01216_,3.3
_01870_,3.3
_02204_,3.3
_02637_,3.3
_03418_,3.3
_04758_,3.3
_04775_,3.3
_04795_,3.3
_04822_,3.3
_04709_,3.295
_04095_,3.24
_06702_,3.24
_06179_,3.235
_01662_,3.22
_02219_,3.22
_03542_,3.22
_03995_,3.22
_04010_,3.22
_04560_,3.22
_04863_,3.22
_04949_,3.22
_05446_,3.22
_05576_,3.22
_06650_,3.22
_06955_,3.22
_00529_,3.2
_02405_,3.2
_02638_,3.2
_06563_,3.2
_00228_,3.18
_00644_,3.18
_01050_,3.18
_02261_,3.18
_03371_,3.18
_04648_,3.18
_05645_,3.18
_03144_,3.17
_03561_,3.16
_00215_,3.1
_00419_,3.1
_00488_,3.1
_00552_,3.1
_00912_,3.1
_01253_,3.1
_01347_,3.1
_01988_,3.1
_02729_,3.1
_02918_,3.1
_03274_,3.1
_03989_,3.1
_05168_,3.1
_05629_,3.1
_06811_,3.1
_06842_,3.1
_02307_,3.095
_00001_,3.08
_00131_,3.08
_00735_,3.08
_00970_,3.08
_01290_,3.08
_01811_,3.08
_01913_,3.08
_02032_,3.08
_02131_,3.08
_02196_,3.08
_02226_,3.08
_02944_,3.08
_03229_,3.08
_03654_,3.08
_03688_,3.08
_03760_,3.08
_03766_,3.08
_03945_,3.08
_04007_,3.08
_04068_,3.08
_04123_,3.08
_04284_,3.08
_04300_,3.08
_04372_,3.08
_04425_,3.08
_04489_,3.08
_04533_,3.08
_04712_,3.08
_04760_,3.08
_04776_,3.08
_04899_,3.08
_05122_,3.08
_05223_,3.08
_05256_,3.08
_05267_,3.08
_05338_,3.08
_05385_,3.08
_05521_,3.08
_05571_,3.08
_05752_,3.08
_05759_,3.08
_05770_,3.08
_05782_,3.08
_05910_,3.08
_06187_,3.08
_06312_,3.08
_06437_,3.08
_06520_,3.08
_06839_,3.08
_06915_,3.08
_06918_,3.08
_07014_,3.08
_07043_,3.08
_00370_,3.06
_00620_,3.06
_02325_,3.06
_00534_,2.98
_00922_,2.98
_01271_,2.98
_02286_,2.98
_02347_,2.98
_03318_,2.98
_03858_,2.98
_04498_,2.98
_04509_,2.98
_05046_,2.98
_05666_,2.98
_06095_,2.98
net154,2.98
_00033_,2.96
_00141_,2.96
_00329_,2.96
_00353_,2.96
_00665_,2.96
_00728_,2.96
_00903_,2.96
_00939_,2.96
_00995_,2.96
_01003_,2.96
_01100_,2.96
_01203_,2.96
_01264_,2.96
_01805_,2.96
_01852_,2.96
_02013_,2.96
_02464_,2.96
_02555_,2.96
_02875_,2.96
_02976_,2.96
_03170_,2.96
_03336_,2.96
_03405_,2.96
_03517_,2.96
_03825_,2.96
_04224_,2.96
_04327_,2.96
_04335_,2.96
_04434_,2.96
_04594_,2.96
_04726_,2.96
_04948_,2.96
_05120_,2.96
_05147_,2.96
_05498_,2.96
_05535_,2.96
_05726_,2.96
_05832_,2.96
_05919_,2.96
_06125_,2.96
_06155_,2.96
_06266_,2.96
_06590_,2.96
_06597_,2.96
_06660_,2.96
_06711_,2.96
_06871_,2.96
_06299_,2.95
_05365_,2.885
_01421_,2.86
_03107_,2.86
_05011_,2.86
_00063_,2.84
_02285_,2.84
_02686_,2.84
_02823_,2.84
_06351_,2.84
_01340_,2.82
_00888_,2.76
_02690_,2.76
_03175_,2.76
_03926_,2.76
_04237_,2.76
_04540_,2.76
_04592_,2.76
_04800_,2.76
_05449_,2.76
_05550_,2.76
_00677_,2.74
_00679_,2.74
_02164_,2.74
_03185_,2.74
_05244_,2.74
_05625_,2.74
_05853_,2.74
_05869_,2.74
_06737_,2.74
_01807_,2.72
_02191_,2.72
_02364_,2.72
_02410_,2.72
_02919_,2.72
_03397_,2.72
_03485_,2.72
_05661_,2.72
_05681_,2.72
_05799_,2.72
_06087_,2.72
_06131_,2.72
_06928_,2.72
net167,2.72
_03910_,2.655
_01577_,2.64
_01999_,2.64
_02009_,2.64
_02094_,2.64
_02551_,2.64
_02603_,2.64
_02767_,2.64
_03489_,2.64
_04424_,2.64
_05580_,2.64
_05642_,2.64
_06233_,2.64
_00222_,2.62
_00232_,2.62
_00267_,2.62
_00597_,2.62
_00700_,2.62
_00717_,2.62
_00828_,2.62
_00921_,2.62
_00986_,2.62
_01019_,2.62
_01616_,2.62
_01690_,2.62
_01691_,2.62
_01900_,2.62
_01911_,2.62
_01979_,2.62
_02203_,2.62
_02290_,2.62
_02379_,2.62
_02435_,2.62
_02628_,2.62
_02747_,2.62
_02784_,2.62
_02879_,2.62
_02966_,2.62
_02977_,2.62
_03084_,2.62
_03150_,2.62
_03188_,2.62
_03284_,2.62
_03719_,2.62
_03841_,2.62
_03972_,2.62
_04099_,2.62
_04189_,2.62
_04343_,2.62
_04843_,2.62
_04874_,2.62
_05125_,2.62
_05526_,2.62
_05824_,2.62
_06058_,2.62
_06555_,2.62
_06584_,2.62
_06594_,2.62
_06652_,2.62
_06671_,2.62
_06719_,2.62
_06784_,2.62
_06789_,2.62
_06958_,2.62
_03117_,2.6
_05214_,2.6
_01139_,2.53
_01015_,2.52
_01513_,2.52
_02109_,2.52
_02209_,2.52
_02213_,2.52
_02321_,2.52
_03000_,2.52
_03043_,2.52
_03126_,2.52
_03352_,2.52
_04289_,2.52
_04463_,2.52
_06467_,2.52
_00044_,2.5
_00093_,2.5
_00271_,2.5
_00317_,2.5
_00660_,2.5
_00798_,2.5
_00904_,2.5
_01116_,2.5
_01244_,2.5
_01268_,2.5
_01338_,2.5
_01389_,2.5
_01499_,2.5
_01581_,2.5
_01593_,2.5
_01675_,2.5
_01860_,2.5
_01882_,2.5
_01974_,2.5
_01975_,2.5
_02084_,2.5
_02443_,2.5
_02610_,2.5
_02666_,2.5
_02681_,2.5
_02688_,2.5
_02786_,2.5
_02794_,2.5
_03227_,2.5
_03704_,2.5
_03714_,2.5
_03833_,2.5
_03852_,2.5
_03873_,2.5
_03881_,2.5
_03905_,2.5
_03918_,2.5
_04030_,2.5
_04058_,2.5
_04108_,2.5
_04115_,2.5
_04157_,2.5
_04215_,2.5
_04217_,2.5
_04226_,2.5
_04270_,2.5
_04363_,2.5
_04440_,2.5
_04512_,2.5
_04754_,2.5
_04914_,2.5
_04997_,2.5
_05008_,2.5
_05149_,2.5
_05160_,2.5
_05194_,2.5
_05294_,2.5
_05344_,2.5
_05435_,2.5
_05558_,2.5
_05640_,2.5
_05695_,2.5
_05877_,2.5
_06069_,2.5
_06114_,2.5
_06117_,2.5
_06192_,2.5
_06274_,2.5
_06321_,2.5
_06601_,2.5
_06640_,2.5
_06709_,2.5
_06734_,2.5
_06962_,2.5
_07011_,2.5
_07054_,2.5
_00820_,2.48
_01173_,2.45
_04992_,2.43
net160,2.43
_06141_,2.41
_05749_,2.4
_00122_,2.38
_01362_,2.38
_02602_,2.38
_02696_,2.38
_03310_,2.38
_03479_,2.38
_03786_,2.38
_03876_,2.38
_04696_,2.38
_05599_,2.38
_05996_,2.38
_06294_,2.38
_00085_,2.3
_00146_,2.3
_00272_,2.3
_00771_,2.3
_00785_,2.3
_00795_,2.3
_00996_,2.3
_01519_,2.3
_01550_,2.3
_01653_,2.3
_01768_,2.3
_02017_,2.3
_02651_,2.3
_02670_,2.3
_02871_,2.3
_03087_,2.3
_03180_,2.3
_03281_,2.3
_03705_,2.3
_03745_,2.3
_04146_,2.3
_04814_,2.3
_04963_,2.3
_05075_,2.3
_05727_,2.3
_05845_,2.3
_05982_,2.3
_06000_,2.3
_06154_,2.3
_06390_,2.3
_06837_,2.3
_07025_,2.3
net188,2.3
_00029_,2.28
_00760_,2.28
_01006_,2.28
_01819_,2.28
_02404_,2.28
_02791_,2.28
_05274_,2.28
_02348_,2.27
_01314_,2.255
_05552_,2.255
_03804_,2.25
_00485_,2.18
_00499_,2.18
_00733_,2.18
_01384_,2.18
_01694_,2.18
_01840_,2.18
_01907_,2.18
_01941_,2.18
_02708_,2.18
_03603_,2.18
_03645_,2.18
_04178_,2.18
_04331_,2.18
_05019_,2.18
_05087_,2.18
_05213_,2.18
_06480_,2.18
_06930_,2.18
_00051_,2.16
_00109_,2.16
_00337_,2.16
_00341_,2.16
_00432_,2.16
_00546_,2.16
_00668_,2.16
_00697_,2.16
_00762_,2.16
_00800_,2.16
_00875_,2.16
_00879_,2.16
_00980_,2.16
_01157_,2.16
_01191_,2.16
_01304_,2.16
_01496_,2.16
_01645_,2.16
_01679_,2.16
_01704_,2.16
_01931_,2.16
_02057_,2.16
_02122_,2.16
_02125_,2.16
_02343_,2.16
_02461_,2.16
_02559_,2.16
_02678_,2.16
_02800_,2.16
_02904_,2.16
_03579_,2.16
_03620_,2.16
_03999_,2.16
_04120_,2.16
_04129_,2.16
_04457_,2.16
_04542_,2.16
_04713_,2.16
_04799_,2.16
_04882_,2.16
_04920_,2.16
_04933_,2.16
_05107_,2.16
_05127_,2.16
_05276_,2.16
_05377_,2.16
_05432_,2.16
_05452_,2.16
_05503_,2.16
_05531_,2.16
_05622_,2.16
_05721_,2.16
_05780_,2.16
_05838_,2.16
_05888_,2.16
_05893_,2.16
_06003_,2.16
_06006_,2.16
_06440_,2.16
_06557_,2.16
_06606_,2.16
_06681_,2.16
_06706_,2.16
_06738_,2.16
_06798_,2.16
_06978_,2.16
_06988_,2.16
net152,2.16
net170,2.16
_00074_,2.11
_00303_,2.06
_01341_,2.06
_01392_,2.06
_01618_,2.06
_02712_,2.06
_02951_,2.06
_03179_,2.06
_03892_,2.06
_05095_,2.06
_05355_,2.06
_05358_,2.06
_06045_,2.06
_06241_,2.06
_06796_,2.06
_00037_,2.04
_00070_,2.04
_00080_,2.04
_00096_,2.04
_00211_,2.04
_00521_,2.04
_00535_,2.04
_00883_,2.04
_00930_,2.04
_00962_,2.04
_01467_,2.04
_01547_,2.04
_01697_,2.04
_01702_,2.04
_01722_,2.04
_01877_,2.04
_01925_,2.04
_01997_,2.04
_02002_,2.04
_02043_,2.04
_02137_,2.04
_02287_,2.04
_02358_,2.04
_02368_,2.04
_02468_,2.04
_02518_,2.04
_02799_,2.04
_02870_,2.04
_03090_,2.04
_03132_,2.04
_03280_,2.04
_03322_,2.04
_03553_,2.04
_03632_,2.04
_03666_,2.04
_03670_,2.04
_04255_,2.04
_04338_,2.04
_04375_,2.04
_04417_,2.04
_04426_,2.04
_04590_,2.04
_04618_,2.04
_04682_,2.04
_04762_,2.04
_04849_,2.04
_04857_,2.04
_05015_,2.04
_05067_,2.04
_05116_,2.04
_05488_,2.04
_05499_,2.04
_05714_,2.04
_05769_,2.04
_05908_,2.04
_06023_,2.04
_06038_,2.04
_06218_,2.04
_06227_,2.04
_06248_,2.04
_06282_,2.04
_06288_,2.04
_06515_,2.04
_06536_,2.04
_06564_,2.04
_06678_,2.04
_06806_,2.04
_06886_,2.04
_06891_,2.04
_07031_,2.04
_07035_,2.04
_07078_,2.04
_02281_,1.94
_00845_,1.92
_04220_,1.915
_00831_,1.855
_00854_,1.84
_01077_,1.84
_01480_,1.84
_01823_,1.84
_01940_,1.84
_02277_,1.84
_02380_,1.84
_03027_,1.84
_03030_,1.84
_03047_,1.84
_03206_,1.84
_03573_,1.84
_04105_,1.84
_04501_,1.84
_04700_,1.84
_04764_,1.84
_05151_,1.84
_05664_,1.84
_05675_,1.84
_05754_,1.84
_06426_,1.84
_00099_,1.82
_00278_,1.82
_01407_,1.82
_01553_,1.82
_02632_,1.82
_03860_,1.82
_04547_,1.82
_05785_,1.82
_05863_,1.82
_06443_,1.82
_00207_,1.72
_00332_,1.72
_00525_,1.72
_00633_,1.72
_00689_,1.72
_00836_,1.72
_00982_,1.72
_01096_,1.72
_01277_,1.72
_01430_,1.72
_01650_,1.72
_01866_,1.72
_02070_,1.72
_02264_,1.72
_02416_,1.72
_02511_,1.72
_02613_,1.72
_02819_,1.72
_02922_,1.72
_02996_,1.72
_03210_,1.72
_03217_,1.72
_03437_,1.72
_03476_,1.72
_03491_,1.72
_03507_,1.72
_03522_,1.72
_03734_,1.72
_03948_,1.72
_04352_,1.72
_04731_,1.72
_04985_,1.72
_05287_,1.72
_05398_,1.72
_05886_,1.72
_06022_,1.72
_06593_,1.72
_06664_,1.72
_06764_,1.72
_07002_,1.72
_00193_,1.7
_00197_,1.7
_00369_,1.7
_00440_,1.7
_00580_,1.7
_00862_,1.7
_00868_,1.7
_00873_,1.7
_00961_,1.7
_01075_,1.7
_01158_,1.7
_01218_,1.7
_01358_,1.7
_01426_,1.7
_02023_,1.7
_02107_,1.7
_02126_,1.7
_02497_,1.7
_02523_,1.7
_02563_,1.7
_02617_,1.7
_02718_,1.7
_02934_,1.7
_03200_,1.7
_03236_,1.7
_03247_,1.7
_03474_,1.7
_03497_,1.7
_03677_,1.7
_03890_,1.7
_04127_,1.7
_04140_,1.7
_04248_,1.7
_04304_,1.7
_04323_,1.7
_04381_,1.7
_04420_,1.7
_04597_,1.7
_04741_,1.7
_04789_,1.7
_04912_,1.7
_04960_,1.7
_05280_,1.7
_05587_,1.7
_05686_,1.7
_05729_,1.7
_05796_,1.7
_05896_,1.7
_05932_,1.7
_05966_,1.7
_05981_,1.7
_06306_,1.7
_06324_,1.7
_06575_,1.7
_06786_,1.7
_06803_,1.7
_07056_,1.7
net169,1.7
_00160_,1.68
_03674_,1.68
_01226_,1.65
_06631_,1.62
_00749_,1.6
_02373_,1.6
_03709_,1.6
_05766_,1.6
_06495_,1.6
net87,1.6
_03953_,1.575
_02898_,1.56
_02300_,1.49
_02590_,1.48
_04808_,1.48
_00973_,1.46
_01416_,1.46
_02428_,1.46
_02744_,1.46
_02907_,1.46
_02946_,1.46
_03146_,1.46
_04835_,1.46
_00275_,1.38
_00561_,1.38
_00867_,1.38
_00948_,1.38
_01091_,1.38
_01104_,1.38
_01658_,1.38
_01747_,1.38
_02030_,1.38
_02514_,1.38
_02527_,1.38
_02530_,1.38
_02568_,1.38
_02571_,1.38
_02846_,1.38
_02877_,1.38
_02905_,1.38
_03005_,1.38
_03007_,1.38
_03057_,1.38
_03069_,1.38
_03513_,1.38
_03568_,1.38
_03605_,1.38
_03639_,1.38
_03647_,1.38
_03653_,1.38
_03656_,1.38
_04680_,1.38
_04995_,1.38
_05143_,1.38
_05207_,1.38
_05250_,1.38
_05306_,1.38
_05402_,1.38
_05404_,1.38
_06029_,1.38
_06052_,1.38
_06072_,1.38
_06570_,1.38
_06595_,1.38
_06745_,1.38
_06860_,1.38
_06972_,1.38
_01570_,1.36
_02452_,1.36
_02477_,1.36
_04376_,1.36
_00192_,1.26
_01527_,1.26
_01861_,1.26
_01922_,1.26
_02100_,1.26
_02408_,1.26
_02702_,1.26
_03340_,1.26
_03652_,1.26
_03965_,1.26
_04745_,1.26
_04922_,1.26
_05131_,1.26
_05228_,1.26
_05284_,1.26
_05716_,1.26
_06344_,1.26
_06395_,1.26
_06695_,1.26
_06751_,1.26
_06805_,1.26
net65,1.26
_01451_,1.25
_01509_,1.25
_02351_,1.25
_03343_,1.25
_03798_,1.25
_04657_,1.25
_00195_,1.14
_01281_,1.14
_02267_,1.14
_02362_,1.14
_02386_,1.14
_02585_,1.14
_02755_,1.14
_02811_,1.14
_03599_,1.14
_04459_,1.14
_04845_,1.14
_05880_,1.14
_05925_,1.14
_06551_,1.14
_05109_,1.1
_06302_,1.1
_00810_,1.02
_00890_,1.02
_02053_,1.02
_00177_,0.92
_00235_,0.92
_00326_,0.92
_01024_,0.92
_01685_,0.92
_01687_,0.92
_01695_,0.92
_01795_,0.92
_02110_,0.92
_02207_,0.92
_02449_,0.92
_02594_,0.92
_02925_,0.92
_03190_,0.92
_03222_,0.92
_03238_,0.92
_03243_,0.92
_03387_,0.92
_03822_,0.92
_03993_,0.92
_04079_,0.92
_04472_,0.92
_04556_,0.92
_04586_,0.92
_04927_,0.92
_05007_,0.92
_05508_,0.92
_05517_,0.92
_05624_,0.92
_05828_,0.92
_06171_,0.92
_06534_,0.92
_06634_,0.92
_07081_,0.92
_00805_,0.8
_02780_,0.8
_03143_,0.8
_05746_,0.8
_06747_,0.8
_00027_,0.46
_00054_,0.46
_00065_,0.46
_00149_,0.46
_00321_,0.46
_00585_,0.46
_00638_,0.46
_00911_,0.46
_00955_,0.46
_01082_,0.46
_01222_,0.46
_01762_,0.46
_01772_,0.46
_01789_,0.46
_01897_,0.46
_02535_,0.46
_02575_,0.46
_02817_,0.46
_02936_,0.46
_02992_,0.46
_03012_,0.46
_03036_,0.46
_03407_,0.46
_03442_,0.46
_03494_,0.46
_03854_,0.46
_04005_,0.46
_04325_,0.46
_04720_,0.46
_04888_,0.46
_05135_,0.46
_05231_,0.46
_05263_,0.46
_05650_,0.46
_05950_,0.46
_06041_,0.46
_06100_,0.46
_06174_,0.46
_06239_,0.46
_06522_,0.46
_06528_,0.46
_06566_,0.46
_06950_,0.46
_07070_,0.46
